quiz_score,time_spent,learning_style
9,42,kinesthetic
72,46,visual
96,43,visual
95,12,visual
47,39,auditory
69,12,auditory
58,27,auditory
99,32,visual
58,17,auditory
1,18,kinesthetic
28,11,kinesthetic
67,11,auditory
64,36,auditory
82,57,visual
25,48,kinesthetic
88,45,visual
9,14,kinesthetic
52,10,auditory
78,31,visual
58,19,auditory
21,54,kinesthetic
50,33,auditory
47,24,auditory
20,42,kinesthetic
21,59,kinesthetic
99,32,visual
97,23,visual
29,27,kinesthetic
24,34,kinesthetic
27,31,kinesthetic
64,53,auditory
44,53,auditory
67,46,auditory
6,16,kinesthetic
48,35,auditory
8,33,kinesthetic
35,22,kinesthetic
82,50,visual
0,15,kinesthetic
9,30,kinesthetic
35,16,kinesthetic
72,27,visual
45,24,auditory
31,17,kinesthetic
31,25,kinesthetic
5,58,kinesthetic
47,12,auditory
37,54,kinesthetic
16,18,kinesthetic
73,56,visual
26,35,kinesthetic
53,35,auditory
49,39,auditory
34,36,kinesthetic
84,25,visual
24,57,kinesthetic
27,13,kinesthetic
14,28,kinesthetic
3,43,kinesthetic
92,15,visual
72,54,visual
26,24,kinesthetic
25,19,kinesthetic
18,51,kinesthetic
91,45,visual
16,55,kinesthetic
42,49,auditory
40,15,auditory
41,53,auditory
49,49,auditory
83,15,visual
39,24,kinesthetic
38,38,kinesthetic
22,34,kinesthetic
95,28,visual
51,23,auditory
46,12,auditory
62,59,auditory
96,51,visual
68,55,auditory
42,23,auditory
47,48,auditory
33,48,kinesthetic
39,30,kinesthetic
74,20,visual
60,59,auditory
49,19,auditory
66,24,auditory
61,39,auditory
57,53,auditory
32,26,kinesthetic
74,38,visual
15,26,kinesthetic
81,42,visual
93,47,visual
47,30,auditory
9,56,kinesthetic
81,23,visual
37,19,kinesthetic
18,51,kinesthetic
35,32,kinesthetic
58,48,auditory
62,48,auditory
76,23,visual
45,56,auditory
2,31,kinesthetic
73,50,visual
64,37,auditory
90,56,visual
7,18,kinesthetic
50,32,auditory
80,16,visual
72,33,visual
5,52,kinesthetic
88,46,visual
38,18,kinesthetic
59,47,auditory
27,16,kinesthetic
96,32,visual
53,34,auditory
36,55,kinesthetic
8,31,kinesthetic
81,52,visual
55,16,auditory
58,15,auditory
84,45,visual
1,55,kinesthetic
60,31,auditory
57,44,auditory
59,58,auditory
39,56,kinesthetic
35,42,kinesthetic
36,30,kinesthetic
78,20,visual
91,22,visual
17,12,kinesthetic
97,22,visual
62,59,auditory
21,50,kinesthetic
10,43,kinesthetic
57,37,auditory
56,49,auditory
76,43,visual
3,41,kinesthetic
85,32,visual
6,33,kinesthetic
60,10,auditory
53,33,auditory
87,12,visual
67,26,auditory
91,16,visual
78,19,visual
0,28,kinesthetic
54,33,auditory
2,18,kinesthetic
77,59,visual
37,24,kinesthetic
0,58,kinesthetic
37,31,kinesthetic
84,26,visual
28,28,kinesthetic
4,18,kinesthetic
73,47,visual
91,28,visual
20,17,kinesthetic
70,15,visual
66,58,auditory
46,47,auditory
83,54,visual
82,30,visual
34,38,kinesthetic
67,43,auditory
68,21,auditory
0,48,kinesthetic
67,41,auditory
11,15,kinesthetic
59,26,auditory
26,41,kinesthetic
55,17,auditory
22,47,kinesthetic
24,38,kinesthetic
20,40,kinesthetic
60,28,auditory
62,18,auditory
51,37,auditory
87,57,visual
24,59,kinesthetic
54,48,auditory
45,49,auditory
31,40,kinesthetic
54,28,auditory
95,42,visual
4,35,kinesthetic
35,54,kinesthetic
48,10,auditory
57,20,auditory
38,11,kinesthetic
79,44,visual
96,22,visual
84,48,visual
60,43,auditory
8,43,kinesthetic
5,44,kinesthetic
34,41,kinesthetic
38,54,kinesthetic
21,21,kinesthetic
40,42,auditory
4,27,kinesthetic
41,14,auditory
86,28,visual
80,40,visual
75,36,visual
86,51,visual
79,47,visual
66,59,auditory
29,24,kinesthetic
56,55,auditory
85,57,visual
72,13,visual
28,28,kinesthetic
36,30,kinesthetic
86,49,visual
12,10,kinesthetic
31,29,kinesthetic
45,31,auditory
22,22,kinesthetic
44,50,auditory
16,10,kinesthetic
84,24,visual
65,24,auditory
5,23,kinesthetic
17,14,kinesthetic
93,58,visual
21,15,kinesthetic
32,50,kinesthetic
29,40,kinesthetic
80,35,visual
31,34,kinesthetic
41,58,auditory
77,48,visual
9,49,kinesthetic
35,24,kinesthetic
33,15,kinesthetic
72,10,visual
27,50,kinesthetic
10,16,kinesthetic
77,13,visual
38,10,kinesthetic
46,50,auditory
18,11,kinesthetic
14,57,kinesthetic
27,43,kinesthetic
23,44,kinesthetic
71,55,visual
8,22,kinesthetic
46,26,auditory
32,19,kinesthetic
61,12,auditory
96,13,visual
18,34,kinesthetic
66,46,auditory
73,52,visual
39,47,kinesthetic
46,38,auditory
64,10,auditory
28,39,kinesthetic
49,48,auditory
97,19,visual
12,38,kinesthetic
0,53,kinesthetic
33,41,kinesthetic
92,53,visual
47,10,auditory
76,50,visual
47,26,auditory
48,21,auditory
63,11,auditory
60,18,auditory
28,21,kinesthetic
38,34,kinesthetic
87,45,visual
25,53,kinesthetic
16,59,kinesthetic
70,44,visual
12,31,kinesthetic
68,42,auditory
25,59,kinesthetic
48,30,auditory
66,49,auditory
6,31,kinesthetic
57,37,auditory
48,13,auditory
52,35,auditory
64,32,auditory
61,57,auditory
16,58,kinesthetic
42,32,auditory
24,50,kinesthetic
2,17,kinesthetic
78,41,visual
28,48,kinesthetic
31,53,kinesthetic
25,10,kinesthetic
15,39,kinesthetic
24,37,kinesthetic
53,26,auditory
27,32,kinesthetic
72,47,visual
55,33,auditory
64,31,auditory
92,14,visual
85,34,visual
79,16,visual
40,31,auditory
50,53,auditory
70,46,visual
77,43,visual
28,45,kinesthetic
82,58,visual
18,49,kinesthetic
65,29,auditory
40,46,auditory
44,26,auditory
14,13,kinesthetic
2,59,kinesthetic
10,27,kinesthetic
52,37,auditory
45,59,auditory
29,25,kinesthetic
56,52,auditory
17,17,kinesthetic
50,53,auditory
47,27,auditory
65,59,auditory
95,38,visual
7,49,kinesthetic
21,25,kinesthetic
5,39,kinesthetic
75,58,visual
56,43,auditory
35,39,kinesthetic
78,30,visual
91,31,visual
56,56,auditory
48,34,auditory
44,31,auditory
81,37,visual
65,48,auditory
76,42,visual
44,11,auditory
78,13,visual
19,25,kinesthetic
63,21,auditory
92,26,visual
92,45,visual
66,25,auditory
82,48,visual
2,32,kinesthetic
53,17,auditory
77,18,visual
63,23,auditory
39,18,kinesthetic
58,56,auditory
54,35,auditory
61,45,auditory
3,12,kinesthetic
59,19,auditory
74,34,visual
94,13,visual
95,39,visual
90,59,visual
29,20,kinesthetic
1,28,kinesthetic
61,59,auditory
48,22,auditory
8,45,kinesthetic
91,12,visual
30,57,kinesthetic
97,23,visual
60,19,auditory
78,47,visual
47,49,auditory
24,36,kinesthetic
35,33,kinesthetic
7,25,kinesthetic
72,19,visual
57,36,auditory
44,16,auditory
61,37,auditory
38,35,kinesthetic
95,27,visual
57,22,auditory
80,17,visual
98,36,visual
82,23,visual
63,50,auditory
43,53,auditory
28,15,kinesthetic
58,29,auditory
70,37,visual
91,32,visual
8,21,kinesthetic
91,33,visual
5,53,kinesthetic
28,31,kinesthetic
57,35,auditory
16,31,kinesthetic
15,16,kinesthetic
86,24,visual
94,57,visual
2,39,kinesthetic
20,13,kinesthetic
63,15,auditory
89,57,visual
35,56,kinesthetic
85,11,visual
61,40,auditory
41,33,auditory
75,44,visual
41,56,auditory
60,40,auditory
12,34,kinesthetic
10,17,kinesthetic
53,21,auditory
15,11,kinesthetic
7,24,kinesthetic
58,49,auditory
56,41,auditory
39,20,kinesthetic
58,26,auditory
1,30,kinesthetic
93,31,visual
93,42,visual
75,38,visual
9,24,kinesthetic
43,30,auditory
10,11,kinesthetic
78,51,visual
79,47,visual
80,12,visual
89,34,visual
1,22,kinesthetic
49,33,auditory
11,40,kinesthetic
89,24,visual
22,15,kinesthetic
17,50,kinesthetic
61,19,auditory
95,18,visual
61,59,auditory
37,50,kinesthetic
66,59,auditory
37,50,kinesthetic
66,14,auditory
93,54,visual
60,53,auditory
0,50,kinesthetic
93,28,visual
44,29,auditory
95,42,visual
27,52,kinesthetic
20,46,kinesthetic
12,40,kinesthetic
26,48,kinesthetic
99,22,visual
6,47,kinesthetic
21,54,kinesthetic
73,15,visual
52,56,auditory
78,17,visual
78,52,visual
3,19,kinesthetic
95,50,visual
22,13,kinesthetic
69,23,auditory
87,13,visual
83,33,visual
83,56,visual
75,30,visual
32,19,kinesthetic
27,55,kinesthetic
7,34,kinesthetic
0,15,kinesthetic
36,25,kinesthetic
62,53,auditory
21,37,kinesthetic
69,45,auditory
20,42,kinesthetic
95,39,visual
34,45,kinesthetic
78,34,visual
4,22,kinesthetic
59,48,auditory
45,24,auditory
49,47,auditory
47,39,auditory
5,23,kinesthetic
88,59,visual
55,13,auditory
58,10,auditory
28,12,kinesthetic
70,54,visual
76,59,visual
17,45,kinesthetic
1,13,kinesthetic
7,52,kinesthetic
74,23,visual
96,34,visual
53,48,auditory
37,12,kinesthetic
47,16,auditory
26,17,kinesthetic
19,53,kinesthetic
11,16,kinesthetic
42,57,auditory
60,34,auditory
30,26,kinesthetic
90,35,visual
95,13,visual
60,58,auditory
73,27,visual
66,13,auditory
90,26,visual
34,56,kinesthetic
94,26,visual
14,54,kinesthetic
15,34,kinesthetic
12,12,kinesthetic
34,21,kinesthetic
74,36,visual
58,26,auditory
20,31,kinesthetic
53,48,auditory
74,48,visual
29,52,kinesthetic
47,57,auditory
34,45,kinesthetic
85,25,visual
37,46,kinesthetic
30,38,kinesthetic
77,23,visual
23,16,kinesthetic
48,50,auditory
95,37,visual
99,22,visual
31,25,kinesthetic
54,30,auditory
78,13,visual
57,48,auditory
98,44,visual
2,24,kinesthetic
79,35,visual
68,55,auditory
84,16,visual
9,27,kinesthetic
82,34,visual
24,46,kinesthetic
67,30,auditory
60,17,auditory
28,29,kinesthetic
18,27,kinesthetic
42,28,auditory
65,12,auditory
73,47,visual
60,27,auditory
42,36,auditory
24,24,kinesthetic
19,55,kinesthetic
47,30,auditory
82,31,visual
86,17,visual
23,20,kinesthetic
10,52,kinesthetic
97,21,visual
54,57,auditory
27,48,kinesthetic
68,36,auditory
62,44,auditory
58,11,auditory
4,44,kinesthetic
50,40,auditory
20,17,kinesthetic
11,29,kinesthetic
49,17,auditory
3,13,kinesthetic
41,40,auditory
83,41,visual
37,22,kinesthetic
24,31,kinesthetic
13,35,kinesthetic
74,26,visual
31,38,kinesthetic
10,36,kinesthetic
60,31,auditory
17,27,kinesthetic
26,14,kinesthetic
54,21,auditory
53,11,auditory
81,51,visual
86,16,visual
74,56,visual
20,35,kinesthetic
43,48,auditory
4,24,kinesthetic
86,57,visual
40,42,auditory
58,56,auditory
88,12,visual
53,51,auditory
73,57,visual
21,11,kinesthetic
82,26,visual
64,10,auditory
63,45,auditory
70,52,visual
3,26,kinesthetic
64,11,auditory
14,42,kinesthetic
75,38,visual
21,15,kinesthetic
85,52,visual
46,45,auditory
80,33,visual
92,20,visual
45,14,auditory
13,39,kinesthetic
49,19,auditory
19,46,kinesthetic
49,36,auditory
32,36,kinesthetic
58,33,auditory
42,12,auditory
78,47,visual
11,35,kinesthetic
39,54,kinesthetic
19,57,kinesthetic
93,48,visual
37,27,kinesthetic
2,12,kinesthetic
27,47,kinesthetic
55,51,auditory
89,57,visual
93,34,visual
12,22,kinesthetic
76,34,visual
65,33,auditory
36,50,kinesthetic
48,25,auditory
65,52,auditory
35,50,kinesthetic
53,51,auditory
25,20,kinesthetic
74,30,visual
71,40,visual
39,24,kinesthetic
42,54,auditory
21,58,kinesthetic
19,45,kinesthetic
7,52,kinesthetic
28,10,kinesthetic
39,37,kinesthetic
89,42,visual
29,12,kinesthetic
80,24,visual
83,42,visual
54,41,auditory
15,32,kinesthetic
45,35,auditory
61,57,auditory
6,26,kinesthetic
79,18,visual
44,14,auditory
58,38,auditory
55,15,auditory
47,56,auditory
26,50,kinesthetic
52,44,auditory
86,30,visual
87,54,visual
72,54,visual
34,32,kinesthetic
50,44,auditory
83,55,visual
36,11,kinesthetic
80,51,visual
94,18,visual
56,22,auditory
7,52,kinesthetic
78,43,visual
94,25,visual
93,14,visual
19,10,kinesthetic
52,49,auditory
11,31,kinesthetic
48,57,auditory
16,55,kinesthetic
63,35,auditory
41,43,auditory
93,59,visual
28,30,kinesthetic
18,16,kinesthetic
10,34,kinesthetic
97,21,visual
49,40,auditory
70,56,visual
57,36,auditory
33,31,kinesthetic
19,43,kinesthetic
49,26,auditory
87,20,visual
9,38,kinesthetic
31,43,kinesthetic
51,46,auditory
14,58,kinesthetic
83,57,visual
2,35,kinesthetic
36,54,kinesthetic
39,54,kinesthetic
71,54,visual
39,41,kinesthetic
55,46,auditory
22,14,kinesthetic
10,29,kinesthetic
63,16,auditory
7,52,kinesthetic
92,32,visual
93,10,visual
55,48,auditory
59,12,auditory
9,54,kinesthetic
38,12,kinesthetic
27,15,kinesthetic
48,40,auditory
35,36,kinesthetic
12,38,kinesthetic
95,24,visual
35,45,kinesthetic
25,14,kinesthetic
85,12,visual
3,34,kinesthetic
94,41,visual
81,30,visual
63,57,auditory
37,26,kinesthetic
87,18,visual
86,35,visual
21,31,kinesthetic
1,50,kinesthetic
30,55,kinesthetic
10,32,kinesthetic
91,20,visual
45,19,auditory
95,32,visual
61,14,auditory
68,35,auditory
63,13,auditory
9,52,kinesthetic
39,36,kinesthetic
23,47,kinesthetic
98,43,visual
43,12,auditory
59,59,auditory
61,41,auditory
86,35,visual
16,27,kinesthetic
64,16,auditory
94,54,visual
94,22,visual
56,15,auditory
54,44,auditory
52,40,auditory
55,51,auditory
97,46,visual
8,52,kinesthetic
21,13,kinesthetic
12,51,kinesthetic
88,13,visual
47,54,auditory
17,17,kinesthetic
75,47,visual
39,20,kinesthetic
16,11,kinesthetic
14,27,kinesthetic
14,27,kinesthetic
78,31,visual
62,21,auditory
38,26,kinesthetic
12,26,kinesthetic
80,45,visual
31,38,kinesthetic
8,58,kinesthetic
39,25,kinesthetic
19,50,kinesthetic
89,20,visual
90,53,visual
84,52,visual
81,54,visual
76,31,visual
79,39,visual
72,17,visual
62,55,auditory
75,27,visual
43,55,auditory
37,25,kinesthetic
82,56,visual
59,29,auditory
70,48,visual
98,17,visual
47,39,auditory
17,47,kinesthetic
15,38,kinesthetic
54,22,auditory
38,26,kinesthetic
67,49,auditory
58,52,auditory
88,26,visual
95,18,visual
61,11,auditory
12,51,kinesthetic
80,33,visual
5,30,kinesthetic
82,55,visual
76,11,visual
59,14,auditory
89,26,visual
13,33,kinesthetic
94,17,visual
53,39,auditory
3,59,kinesthetic
38,31,kinesthetic
71,33,visual
24,35,kinesthetic
76,17,visual
31,21,kinesthetic
58,23,auditory
62,39,auditory
37,44,kinesthetic
91,40,visual
52,37,auditory
93,55,visual
66,36,auditory
27,45,kinesthetic
2,10,kinesthetic
97,50,visual
79,23,visual
21,19,kinesthetic
95,59,visual
37,51,kinesthetic
71,16,visual
71,49,visual
61,23,auditory
56,45,auditory
5,36,kinesthetic
77,20,visual
31,51,kinesthetic
98,58,visual
9,46,kinesthetic
2,51,kinesthetic
58,19,auditory
75,16,visual
48,26,auditory
58,21,auditory
30,46,kinesthetic
92,46,visual
68,45,auditory
61,16,auditory
51,33,auditory
88,43,visual
40,10,auditory
30,38,kinesthetic
84,35,visual
83,19,visual
21,10,kinesthetic
3,54,kinesthetic
12,26,kinesthetic
44,50,auditory
41,45,auditory
48,18,auditory
19,48,kinesthetic
76,32,visual
80,38,visual
53,11,auditory
35,27,kinesthetic
96,37,visual
0,56,kinesthetic
14,51,kinesthetic
76,58,visual
16,16,kinesthetic
23,20,kinesthetic
57,16,auditory
71,52,visual
90,33,visual
22,24,kinesthetic
45,40,auditory
71,28,visual
7,19,kinesthetic
58,57,auditory
89,17,visual
58,10,auditory
12,11,kinesthetic
38,38,kinesthetic
27,51,kinesthetic
88,19,visual
60,51,auditory
15,18,kinesthetic
1,59,kinesthetic
81,40,visual
16,41,kinesthetic
29,11,kinesthetic
12,33,kinesthetic
95,46,visual
92,52,visual
93,15,visual
81,17,visual
12,49,kinesthetic
42,34,auditory
84,51,visual
93,52,visual
20,34,kinesthetic
54,55,auditory
80,20,visual
39,44,kinesthetic
82,10,visual
14,32,kinesthetic
72,12,visual
51,50,auditory
73,10,visual
94,53,visual
52,21,auditory
86,47,visual
51,49,auditory
29,40,kinesthetic
32,38,kinesthetic
56,44,auditory
51,37,auditory
8,30,kinesthetic
53,20,auditory
0,35,kinesthetic
43,20,auditory
98,14,visual
74,16,visual
97,40,visual
79,48,visual
8,51,kinesthetic
31,17,kinesthetic
14,36,kinesthetic
11,30,kinesthetic
96,39,visual
77,23,visual
56,10,auditory
7,54,kinesthetic
71,33,visual
26,15,kinesthetic
61,15,auditory
11,14,kinesthetic
64,44,auditory
41,53,auditory
61,24,auditory
10,44,kinesthetic
42,57,auditory
94,59,visual
16,50,kinesthetic
96,17,visual
31,52,kinesthetic
92,44,visual
84,14,visual
84,40,visual
39,51,kinesthetic
22,40,kinesthetic
55,46,auditory
5,17,kinesthetic
85,15,visual
49,32,auditory
36,25,kinesthetic
63,53,auditory
53,58,auditory
71,17,visual
48,13,auditory
98,41,visual
10,58,kinesthetic
87,12,visual
48,59,auditory
20,25,kinesthetic
65,43,auditory
62,22,auditory
82,42,visual
27,31,kinesthetic
16,40,kinesthetic
5,33,kinesthetic
18,12,kinesthetic
55,42,auditory
27,39,kinesthetic
65,35,auditory
37,43,kinesthetic
36,31,kinesthetic
67,39,auditory
85,44,visual
89,34,visual
48,37,auditory
42,42,auditory
35,32,kinesthetic
57,35,auditory
12,18,kinesthetic
51,17,auditory
57,46,auditory
31,42,kinesthetic
80,24,visual
99,58,visual
59,56,auditory
82,17,visual
57,30,auditory
98,12,visual
55,18,auditory
27,23,kinesthetic
0,47,kinesthetic
41,36,auditory
81,29,visual
47,13,auditory
39,33,kinesthetic
96,36,visual
62,21,auditory
75,37,visual
71,44,visual
87,33,visual
79,40,visual
3,12,kinesthetic
37,39,kinesthetic
26,36,kinesthetic
8,26,kinesthetic
15,15,kinesthetic
55,56,auditory
75,52,visual
30,27,kinesthetic
87,44,visual
13,36,kinesthetic
24,26,kinesthetic
33,20,kinesthetic
66,47,auditory
23,46,kinesthetic
72,51,visual
25,43,kinesthetic
19,56,kinesthetic
63,41,auditory
9,52,kinesthetic
82,55,visual
66,55,auditory
23,44,kinesthetic
4,37,kinesthetic
66,31,auditory
57,25,auditory
26,55,kinesthetic
79,51,visual
14,49,kinesthetic
34,21,kinesthetic
75,14,visual
52,35,auditory
43,35,auditory
25,22,kinesthetic
46,33,auditory
33,53,kinesthetic
86,12,visual
94,41,visual
49,32,auditory
83,58,visual
11,46,kinesthetic
86,47,visual
3,54,kinesthetic
86,47,visual
47,22,auditory
54,24,auditory
0,11,kinesthetic
88,20,visual
65,25,auditory
29,27,kinesthetic
2,43,kinesthetic
20,19,kinesthetic
88,22,visual
83,41,visual
48,17,auditory
85,16,visual
84,57,visual
61,26,auditory
96,50,visual
37,36,kinesthetic
14,17,kinesthetic
51,38,auditory
78,46,visual
45,36,auditory
24,46,kinesthetic
20,33,kinesthetic
87,54,visual
4,25,kinesthetic
69,35,auditory
46,40,auditory
86,36,visual
67,35,auditory
90,52,visual
17,24,kinesthetic
20,58,kinesthetic
91,24,visual
98,32,visual
85,34,visual
22,53,kinesthetic
63,13,auditory
66,45,auditory
39,25,kinesthetic
9,56,kinesthetic
88,49,visual
51,30,auditory
71,49,visual
74,52,visual
60,26,auditory
63,12,auditory
4,16,kinesthetic
52,21,auditory
54,10,auditory
36,52,kinesthetic
55,46,auditory
58,15,auditory
92,55,visual
68,58,auditory
72,32,visual
58,34,auditory
1,34,kinesthetic
64,12,auditory
59,13,auditory
50,39,auditory
29,42,kinesthetic
10,38,kinesthetic
91,13,visual
75,23,visual
38,30,kinesthetic
89,16,visual
76,30,visual
71,16,visual
62,10,auditory
63,43,auditory
60,32,auditory
53,12,auditory
91,27,visual
93,52,visual
72,21,visual
94,23,visual
57,50,auditory
84,37,visual
55,51,auditory
33,54,kinesthetic
30,33,kinesthetic
51,33,auditory
88,12,visual
75,18,visual
0,33,kinesthetic
54,11,auditory
21,49,kinesthetic
39,37,kinesthetic
0,16,kinesthetic
64,18,auditory
62,54,auditory
53,48,auditory
41,48,auditory
20,42,kinesthetic
78,43,visual
80,30,visual
21,38,kinesthetic
37,36,kinesthetic
98,26,visual
79,51,visual
7,56,kinesthetic
61,57,auditory
46,32,auditory
16,54,kinesthetic
16,30,kinesthetic
89,17,visual
12,18,kinesthetic
16,42,kinesthetic
37,13,kinesthetic
80,27,visual
77,41,visual
44,39,auditory
5,34,kinesthetic
34,42,kinesthetic
13,44,kinesthetic
71,51,visual
60,43,auditory
14,59,kinesthetic
53,11,auditory
26,22,kinesthetic
12,50,kinesthetic
30,32,kinesthetic
34,32,kinesthetic
59,40,auditory
5,11,kinesthetic
68,11,auditory
85,14,visual
57,23,auditory
48,32,auditory
22,44,kinesthetic
88,55,visual
33,10,kinesthetic
25,50,kinesthetic
46,57,auditory
4,58,kinesthetic
89,49,visual
19,24,kinesthetic
5,39,kinesthetic
69,30,auditory
58,17,auditory
63,16,auditory
17,50,kinesthetic
3,43,kinesthetic
16,51,kinesthetic
13,46,kinesthetic
77,57,visual
12,41,kinesthetic
6,42,kinesthetic
43,15,auditory
14,51,kinesthetic
18,19,kinesthetic
62,35,auditory
34,54,kinesthetic
80,35,visual
34,28,kinesthetic
18,44,kinesthetic
19,54,kinesthetic
99,13,visual
34,34,kinesthetic
31,17,kinesthetic
47,21,auditory
43,33,auditory
23,33,kinesthetic
60,26,auditory
16,34,kinesthetic
70,42,visual
49,36,auditory
64,11,auditory
98,18,visual
31,42,kinesthetic
35,28,kinesthetic
12,58,kinesthetic
69,14,auditory
57,56,auditory
13,29,kinesthetic
36,33,kinesthetic
78,40,visual
67,53,auditory
39,13,kinesthetic
58,41,auditory
79,56,visual
91,44,visual
15,23,kinesthetic
61,45,auditory
3,15,kinesthetic
44,26,auditory
89,27,visual
27,17,kinesthetic
95,21,visual
65,26,auditory
30,40,kinesthetic
2,10,kinesthetic
7,20,kinesthetic
23,51,kinesthetic
14,25,kinesthetic
42,46,auditory
30,58,kinesthetic
72,37,visual
44,18,auditory
65,17,auditory
7,34,kinesthetic
70,19,visual
56,49,auditory
79,12,visual
98,32,visual
29,32,kinesthetic
73,53,visual
17,13,kinesthetic
68,59,auditory
92,32,visual
38,18,kinesthetic
59,13,auditory
97,43,visual
42,48,auditory
44,27,auditory
22,43,kinesthetic
68,43,auditory
93,51,visual
5,12,kinesthetic
55,28,auditory
3,43,kinesthetic
92,35,visual
22,44,kinesthetic
5,50,kinesthetic
31,52,kinesthetic
17,40,kinesthetic
14,52,kinesthetic
39,36,kinesthetic
95,12,visual
72,46,visual
73,21,visual
83,56,visual
5,32,kinesthetic
62,26,auditory
66,25,auditory
10,26,kinesthetic
42,24,auditory
16,35,kinesthetic
95,54,visual
3,11,kinesthetic
62,26,auditory
67,10,auditory
80,39,visual
40,41,auditory
82,39,visual
4,51,kinesthetic
31,13,kinesthetic
85,51,visual
69,53,auditory
34,41,kinesthetic
21,44,kinesthetic
64,10,auditory
83,28,visual
21,42,kinesthetic
10,28,kinesthetic
76,45,visual
2,36,kinesthetic
8,22,kinesthetic
59,36,auditory
75,55,visual
86,23,visual
13,33,kinesthetic
96,44,visual
17,28,kinesthetic
